№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
74843404-ОК2,291059.999.000086,"Автомобиль специализированный, быстрого реагирования",14623633-2 Государственные закупки товара для ГУ «Департамент по чрезвычайным ситуациям Жамбылской области Министерства по чрезвычайным ситуациям Республики Казахстан» способом конкурса,Автомобиль,5,126 294 642.85,Открытый конкурс,Закупка состоялась
79883240-ОК4,291059.999.000084,"Автомобиль специализированный, мастерская передвижная, ремонтно-эвакуационная",15474922-1 Приобретение Автомобиля с установленной системой дистанционного управления ДЛС на бампере и крыше (согл.тех.спец),Автомобиль,1,141 330 357.15,Открытый конкурс,Закупка состоялась
73914396-ОК3,291059.999.000085,"Автомобиль специальный, первой помощи",14534047-1 Повторные государственные закупки автомобилей (скорой помощи) для нужд Национальной гвардии РК,Автомобиль,1,19 584 821.42,Открытый конкурс,Закупка состоялась
74242832-ОК2,291059.999.000083,"Автомобиль специализированный, эвакуатор, грузоподъемность не более 5 т",14251338-1 Приобретение специального техники,Автомобиль,1,31 650 000.00,Открытый конкурс,Закупка состоялась
80153220-ОК3,291059.999.000081,"Автомобиль специализированный, автолаборатория, экологическая",15621010-1 Приобретение автомобиля для Бейнеуское КГУ по охране лесов и животного мира Управления природных ресурсов и регулирования природопользования Мангистауской области/,Автомобиль,1,31 250 000.00,Открытый конкурс,Закупка состоялась
80153170-ОК2,291059.999.000081,"Автомобиль специализированный, автолаборатория, экологическая",15539898-1 Приобретение автомобиля для Бейнеуское КГУ по охране лесов и животного мира Управления природных ресурсов и регулирования природопользования Мангистауской области,Автомобиль,1,51 785 714.28,Открытый конкурс,Закупка состоялась
76456633-ОК3,291059.999.000081,"Автомобиль специализированный, автолаборатория, экологическая",14886175-1 Повторные государственные закупки товара для РГУ «Комитет экологического регулирования и контроля Министерства экологии и природных ресурсов Республики Казахстан» способом конкурса,Автомобиль,3,646 223 749.98,Открытый конкурс,Закупка состоялась
80686879-ОК2,291059.999.000077,"Автомобиль специализированный, автолаборатория, электротехническая",15733578-1 Приобретение передвижной электротехнической лаборатории для ТОО Алматыэлектротранс,Автомобиль,1,158 000 000.00,Открытый конкурс,Закупка состоялась
80768965-ОК2,291059.999.000077,"Автомобиль специализированный, автолаборатория, электротехническая",15730719-1 Государственные закупки высоковольтной электротехнической лаборатории на шасси для АО «Астана-РЭК,Автомобиль,1,167 300 000.00,Открытый конкурс,Закупка состоялась
77310531-ОК2,291059.999.000077,"Автомобиль специализированный, автолаборатория, электротехническая",14186721-1 Передвижная высоковольтная электротехническая лаборатория,Автомобиль,1,130 000 000.00,Открытый конкурс,Закупка состоялась
76699759-ОК3,291059.999.000077,"Автомобиль специализированный, автолаборатория, электротехническая","14042855-1 О проведении государственных закупок «Автомобиль-передвижная, высоковольтная электротехническая лаборатория» единым организатором способом открытого конкурса для ГКП на ПХВ ""Алматы Су"" Управления энергетики и водоснабжения города Алматы",Автомобиль,1,137 580 000.00,Открытый конкурс,Закупка состоялась
71101649-ОК3,291059.999.000077,"Автомобиль специализированный, автолаборатория, электротехническая","13234789-1 Передвижная электротехническая лаборатория для КГУ ""Управление энергетики и водоснабжения города Алматы""",Автомобиль,1,111 607 142.86,Открытый конкурс,Закупка состоялась
81454179-ОИ2,291059.999.000062,"Автомобиль специализированный, установка бустерная, на шасси грузового автомобиля",15800984-1 Автомобиль согласно технической спецификации/,Автомобиль,1,24 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
72809936-ОК1,291059.999.000041,"Автомобиль специализированный, автопоезд-краноманипулятор",13519867-1 Приобретение манипулятора согласно технической спецификации,Автомобиль,1,78 125 000.00,Открытый конкурс,Закупка состоялась
79384404-ОК1,291059.999.000036,"Автомобиль специализированный, мусоровоз, вместимость более 7 м3, но не более 10 м3",15171814-1 Приобретение мусоровозной спецтехники,Автомобиль,1,37 580 357.14,Открытый конкурс,Закупка состоялась
77774810-ОИ6,291041.400.000002,"Автомобиль грузовой, дизельный, самосвал, грузоподъемность более 20 т, тип платформа с принудительной разгрузкой",15248928-1 приобретение техники согласно техническим спецификациям,Автомобиль,1,37 500 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77433202-ОК2,291041.400.000002,"Автомобиль грузовой, дизельный, самосвал, грузоподъемность более 20 т, тип платформа с принудительной разгрузкой","14310351-1 Государственные закупки для ГУ ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог Казыгуртского района"" способом открытого конкурса",Автомобиль,1,41 275 520.00,Открытый конкурс,Закупка состоялась
79617654-ОК1,291041.300.000000,"Автомобиль грузовой, дизельный, бортовой, грузоподъемность более 12 т","15471689-2 Автомобиль грузовой, бортовой, ВНИМАТЕЛЬНО ОЗНАКОМИТЬСЯ С ТЕХНИЧЕСКОЙ СПЕЦИФИКАЦИЕЙ И ПОСТАВКА ОСУЩЕСТВЛЯЕТСЯ СТРОГО СОГЛАСНО ТЕХНИЧЕСКОЙ СПЕЦИФИКАЦИИ",Автомобиль,1,34 550 000.00,Открытый конкурс,Закупка состоялась
75550755-ОК1,291041.300.000000,"Автомобиль грузовой, дизельный, бортовой, грузоподъемность более 12 т",14545722-1 Приобретение спецтехники - Бортовой автомобиль с КМУ,Автомобиль,1,81 762 500.00,Открытый конкурс,Закупка состоялась
74065165-ОК1,291041.300.000000,"Автомобиль грузовой, дизельный, бортовой, грузоподъемность более 12 т",13521151-1 Приобретение спецтехники согласно техспецификации для ГКП Курчум,Автомобиль,1,56 696 428.57,Открытый конкурс,Закупка состоялась
78600846-ОК2,291059.999.000054,"Автомобиль специализированный, для противообледенительной обработки воздушных судов",14960541-1 Специализированный автомобиль для противообледенительной обработки воздушных судов,Автомобиль,1,600 687 480.00,Открытый конкурс,Закупка состоялась
72006207-ОК2,291059.999.000052,"Автомобиль специализированный, установка дезинфекционная","13892206-1 Государственные закупки для ГУ ""Управление ветеринарии Туркестанской области"" способом открытого конкурса",Автомобиль,85,1 599 999 999.85,Открытый конкурс,Закупка состоялась
80243028-ОК3,291059.999.000048,"Автомобиль специализированный, вагон-жилой дом, на шасси грузового автомобиля","15824341-1 Вагон-жилой дом, на шасси грузового автомобиля",Автомобиль,5,44 950 000.00,Открытый конкурс,Закупка состоялась
79656992-ОИ5,291059.999.000035,"Автомобиль специализированный, мусоровоз, вместимость более 3 м3, но не более 7 м3","15305168-1 Автомобиль специализированный, мусоровоз",Автомобиль,1,27 700 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
78428051-ЗЦП2,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",15805943-1 Автомобиль специализированный вахтовый автобус,Автомобиль,1,28 000 000.00,Запрос ценовых предложений,Закупка состоялась
79995877-ОК3,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",15340981-1 передвижная мастерская ПАРМ на шасси,Автомобиль,1,45 500 000.00,Открытый конкурс,Закупка состоялась
79326777-ОИ2,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",14968154-1 Приобретение автомастерской на шасси,Автомобиль,1,29 500 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79269215-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная","14919734-1 Приобретение передвижная мастерская на шасси для АО ""Aqtobe su-energy group""",Автомобиль,6,150 000 000.00,Открытый конкурс,Закупка состоялась
79121438-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",14803945-1 Автомастерская на шасси,Автомобиль,1,22 000 000.00,Открытый конкурс,Закупка состоялась
78428051-ОИ3,291059.999.000049,"Автомобиль специализированный, мастерская передвижная","14468425-1 Автомобиль специализированный, мастерская передвижная",Автомобиль,1,31 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
75552788-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",14462450-1 Приобретение спецтехники - автомастерская,Автомобиль,1,85 615 000.00,Открытый конкурс,Закупка состоялась
77972210-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная","14439042-1 Авторемонтная мастерская на шасси грузового автомобиля согласно технической спецификации для ГКП ""Костанай-СУ""",Автомобиль,1,36 800 000.00,Открытый конкурс,Закупка состоялась
78122422-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",14240194-2 Передвижная аварийная мастерская,Автомобиль,4,140 000 000.00,Открытый конкурс,Закупка состоялась
76354254-ОК4,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",14152485-1 Приобретение автомобиля мастерская передвижная,Автомобиль,1,58 035 714.28,Открытый конкурс,Закупка состоялась
77509511-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",13954147-3 Приобретение автомобиля мастерская передвижная,Автомобиль,1,58 035 714.28,Открытый конкурс,Закупка состоялась
73129998-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная","13845260-1 Передвижная автомастерская для АО ""Астана-Теплотранзит""",Автомобиль,3,229 821 428.55,Открытый конкурс,Закупка состоялась
77194480-ОК1,291059.999.000049,"Автомобиль специализированный, мастерская передвижная",13839845-1 Специализированная техника для ГКП «Өскемен Водокнал»,Автомобиль,1,37 197 321.00,Открытый конкурс,Закупка состоялась
77338549-ОК1,291059.999.000043,"Автомобиль специализированный, автомобиль-котел","14675442-1 Автомобиль для перевозки людей с ограниченными возможностями. Согласно технической характеристикой для КГУ ""Центр абилитации и реабилитации лиц с инвалидностью ""Ақжайық"" Управления координации занятости и социальных программ Западно-Казахстанской области""",Автомобиль,1,27 825 000.00,Открытый конкурс,Закупка состоялась
77845265-ОИ5,291059.999.000043,"Автомобиль специализированный, автомобиль-котел",14331773-1 Приобретение автомобиль ассенизатор,Автомобиль,1,24 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79335884-ОК2,291059.999.000089,"Автомобиль специальный, санитарный","15294023-1 Приобретение санитарного автотранспорта для ГКП на ПХВ ""Бейнеуская многопрофильная центральная районная больница""",Автомобиль,2,31 785 714.30,Открытый конкурс,Закупка состоялась
79431058-ОК2,291059.999.000089,"Автомобиль специальный, санитарный",15218417-1 Государственные закупки согласно конкурсной документации,Автомобиль,1,15 892 857.14,Открытый конкурс,Закупка состоялась
79659245-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","15080245-1 Приобретение автомобиля скорой медицинской помощи для КГП на ПХВ ""Акжарская районная больница"" КГУ ""Управление здравоохранения акимата СКО""",Автомобиль,1,21 000 000.00,Открытый конкурс,Закупка состоялась
73962159-ОК2,291059.999.000089,"Автомобиль специальный, санитарный","14784279-1 Приобретение санитарных автомобилей (согласно технической спецификации) Доставка, разгрузка за счет средств Поставщика.",Автомобиль,4,56 785 714.32,Открытый конкурс,Закупка состоялась
78260205-ОК1,291059.999.000089,"Автомобиль специальный, санитарный",14590654-1 Приобретение автомобиля для КГП на ПХВ «Аккайынская районная больница» коммунального государственного учреждения «Управление здравоохранения акимата Северо-Казахстанской области»,Автомобиль,1,22 098 214.29,Открытый конкурс,Закупка состоялась
78220829-ЗЦП2,291059.999.000089,"Автомобиль специальный, санитарный",14582376-1 Государственный закуп автомобиля (специальный санитарный автомобиль) в соответствии с техническим заданием заказчика.,Автомобиль,1,21 756 250.00,Запрос ценовых предложений,Закупка состоялась
78763858-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14576597-1 Приобретение Санитарного автотранспорта для КГП на праве хозяйственного ведения «Успенская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,2,40 625 000.00,Открытый конкурс,Закупка состоялась
78758368-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14574519-1 Приобретение Санитарного автотранспорта для КГП на праве хозяйственного ведения «Успенская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
73975646-ОК2,291059.999.000089,"Автомобиль специальный, санитарный","14539843-1 Приобретение санитарного автотранспорта для КГП на ПХВ ""Акжарская районная больница"" КГУ ""Управление здравоохранения акимата СКО""",Автомобиль,1,22 098 214.30,Открытый конкурс,Закупка состоялась
77851940-ОК2,291059.999.000089,"Автомобиль специальный, санитарный",14535149-1 Приобретение автотранспортных средств,Автомобиль,1,30 089 285.71,Открытый конкурс,Закупка состоялась
78197973-ОК2,291059.999.000089,"Автомобиль специальный, санитарный","14534507-1 Приобретение автотранспорта для КГП на ПХВ ""Уалихановская районная больница"" КГУ ""Управление здравоохранения акимата Северо-Казахстанской области""",Автомобиль,1,22 098 214.29,Открытый конкурс,Закупка состоялась
73773218-ОК2,291059.999.000089,"Автомобиль специальный, санитарный",14532462-1 Приобретение автотранспорта КГП на ПХВ Тайыншинская ММБ КГУ Управление здравоохранения акимата СКО,Автомобиль,2,49 500 000.00,Открытый конкурс,Закупка состоялась
78196169-ОК2,291059.999.000089,"Автомобиль специальный, санитарный","14519093-1 Приобретение автотранспорта для КГП на ПХВ ""РБ района имени Габита Мусрепова"" КГУ ""УЗ акимата Северо-Казахстанской области""",Автомобиль,2,44 196 428.58,Открытый конкурс,Закупка состоялась
77959195-ОК2,291059.999.000089,"Автомобиль специальный, санитарный","14502858-1 Приобретение санитарного автотранспорта для КГП на ПХВ «Иртышская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,4,81 250 000.00,Открытый конкурс,Закупка состоялась
77918998-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14175916-2 Приобретение санитарного автомобиля для КГП на ПХВ «Майская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
77937234-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14210680-1 Приобретение нового автомобиля для ""Отдел занятости и социальных программ акимата города Петропавловска""",Автомобиль,1,24 800 000.00,Открытый конкурс,Закупка состоялась
77545227-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14171434-2 Приобретение автомобиля для медицинской службы для КГП на ПХВ «Баянаульская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
77545683-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14171333-2 Приобретение автомобиля для медицинской службы для КГП на ПХВ «Баянаульская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,2,40 625 000.00,Открытый конкурс,Закупка состоялась
78017553-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14194488-1 Приобретение санитарного автомобиля для КГП на ПХВ «Больница района Тереңкөл» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,20 312 500.00,Открытый конкурс,Закупка состоялась
77935153-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14156919-2 Приобретение санитарного автомобиля для КГП на ПХВ «Щербактинская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
77933828-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14156823-2 Приобретение санитарного автомобиля для КГП на ПХВ «Больница района Аққұлы» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
77939849-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14185521-1 Приобретение санитарного автомобиля для КГП на ПХВ «Городская больница г. Аксу» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,4,81 250 000.00,Открытый конкурс,Закупка состоялась
76246406-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14185075-1 Приобретение санитарного автомобиля для КГП на ПХВ «Железинская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
77936734-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14177290-1 Приобретение санитарного автомобиля для КГП на ПХВ «Актогайская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,2,40 625 000.00,Открытый конкурс,Закупка состоялась
77936761-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14177062-1 Приобретение санитарного автомобиля для КГП на ПХВ «Актогайская районная больница» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,27 500 000.00,Открытый конкурс,Закупка состоялась
77972708-ОК1,291059.999.000089,"Автомобиль специальный, санитарный","14176556-1 Приобретение санитарных автомобилей для КГП на ПХВ «Поликлиника Павлодарского района» управления здравоохранения Павлодарской области, акимата Павлодарской области",Автомобиль,1,20 312 500.00,Открытый конкурс,Закупка состоялась
74743508-ОК1,291059.999.000089,"Автомобиль специальный, санитарный",14141939-1 Приобретение специального санитарного автомобиля (согл.тех.спец),Автомобиль,29,749 505 000.00,Открытый конкурс,Закупка состоялась
74905144-ОК1,291059.999.000089,"Автомобиль специальный, санитарный",13893853-1 Приобретение автомобиля для ДП,Автомобиль,1,19 642 857.14,Открытый конкурс,Закупка состоялась
77513404-ОИ4,291059.999.000007,"Автомобиль грузовой, бензиновый, авторефрижератор, грузоподъемность более 5 т, но не более 20 т, охлаждение комбинированное",14355806-1 Приобретение автомобиля микроавтобуса для перевозки детей,Автомобиль,1,18 580 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
78256466-ОК2,291059.999.000060,"Автомобиль специализированный, автолаборатория",14615634-1 Передвижная лаборатория аудита дорожной безопасности,Автомобиль,1,68 442 500.00,Открытый конкурс,Закупка состоялась
80355213-ОК1,291059.999.000002,"Автомобиль грузовой, бензиновый, авторефрижератор, грузоподъемность более 5 т, но не более 20 т, охлаждение машинное с приводом от двигателя автомобиля",15446525-1 Приобретения автотранспорта для общеобразовательной школы Жаксынского района,Автомобиль,2,32 858 000.00,Открытый конкурс,Закупка состоялась
80536817-ОК1,291059.999.000037,"Автомобиль специализированный, мусоровоз, вместимость более 10 м3, но не более 15 м3","15558313-1 Приобретение автомобиля мусоровоза с крано-манипуляторной установкой для КГУ ""Управление экологии и окружающей среды города Алматы""",Автомобиль,2,166 674 000.00,Открытый конкурс,Закупка состоялась
79127195-ОК1,291059.999.000037,"Автомобиль специализированный, мусоровоз, вместимость более 10 м3, но не более 15 м3",14790976-1 Приобретение специальной техники,Автомобиль,1,39 955 357.14,Открытый конкурс,Закупка состоялась
80444641-ОК3,291059.900.000020,"Автомобиль специализированный, автогидроподъемник, высота стрелы более 17 м, но не более 30 м, конструкция стрелы локтевая (коленчатая)","15640195-1 специализированный, автогидроподъемник, высота стрелы не менее 30 м, конструкция стрелы локтевая (коленчатая)",Автомобиль,1,22 000 000.00,Открытый конкурс,Закупка состоялась
80559302-ОТ3,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15787726-1 Повторные электронные закупки товара грузопассажирский автомобиль Пикап,Автомобиль,9,223 039 285.74,Тендер,Закупка состоялась
75388641-ОК1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15715035-1 Приобретение - автомобиля,Автомобиль,1,17 890 000.00,Открытый конкурс,Закупка состоялась
80890928-ОИ3,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15709783-1 Обеспечение деятельности учреждения,Автомобиль,1,16 339 285.71,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80797211-ОИ3,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15665473-1 Приобретение служебного автомобиля,Автомобиль,2,24 821 428.58,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79607317-ОИ2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15660804-1 Грузо пассажирский пикап,Автомобиль,1,17 890 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
75017003-ОИ3,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15660223-1 Автомобиль пикап с закрытой кабиной и открытой грузовой площадкой,Автомобиль,1,15 600 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80869396-ОИ2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","15658019-1 приобретение автомобиля грузопассажирский, тип кузова пикап",Автомобиль,1,17 290 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80654126-ОК1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","15656797-1 Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг для КГУ ""Управление развития общественных пространств города Алматы""",Автомобиль,28,532 000 000.00,Открытый конкурс,Закупка состоялась
77205154-ЗЦП2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15636222-1 Приобретение грузопассажирского пикапа,Автомобиль,1,18 690 000.00,Запрос ценовых предложений,Закупка состоялась
80247181-ОК1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15596305-1 Приобретение автомобильного транспорта,Автомобиль,1,15 790 000.00,Открытый конкурс,Закупка состоялась
80420895-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15510904-1 Приобретение грузопассажирского автомобиля,Автомобиль,10,66 964 285.70,Открытый конкурс,Закупка состоялась
79799991-ОК3,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","15503365-1 Приобретение патрулированного автомобиля для КГУ ""Актюбинское учреждение по охране лесов и животного мира"" ГУ ""Управление природных ресурсов и регулирования природопользования Актюбинской области""",Автомобиль,1,19 642 857.14,Открытый конкурс,Закупка состоялась
80478420-ОК1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","15502914-1 Государственные закупки для Государственное учреждение ""Аппарат акима Аккистауского сельского округа Исатайского района""",Автомобиль,1,18 690 000.00,Открытый конкурс,Закупка состоялась
75568275-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15434473-1 Государственные закупки автотранспорта для филиалов РГП «Казаэронавигация»,Автомобиль,1,21 875 000.00,Открытый конкурс,Закупка состоялась
77217261-ОК1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15375356-2 Приобретение - автомобилей,Автомобиль,2,34 580 000.00,Открытый конкурс,Закупка состоялась
79905110-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","15320358-1 Государственная закупка для КГУ ""Махамбетское учреждение по охране лесов и животного мира"" Управления природных ресурсов и регулирования природопользования Атырауской области",Автомобиль,1,21 428 571.40,Открытый конкурс,Закупка состоялась
79660440-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15310715-2 Приобретение грузопассажирского автомобиля,Автомобиль,1,15 790 000.00,Открытый конкурс,Закупка состоялась
79704655-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15289216-1 Государственные закупки автомобилей для РГП «Казаэронавигация»,Автомобиль,1,21 875 000.00,Открытый конкурс,Закупка состоялась
79834980-ЗЦП1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",15269570-1 Автомобиль для АО Шығыс Жылу,Автомобиль,1,16 290 000.00,Запрос ценовых предложений,Закупка состоялась
79230175-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","14950717-1 Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",Автомобиль,10,124 107 142.80,Открытый конкурс,Закупка состоялась
75760705-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",14711003-1 Приобретение автомобиля для КГУ «Абай су қоймалары» управления природных ресурсов и регулирования природопользования области Абай,Автомобиль,2,41 750 000.00,Открытый конкурс,Закупка состоялась
78805305-ОИнеГЗ2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",14671577-1 Жүк-жолаушылар көлігі,Автомобиль,1,17 190 000.00,Из одного источника по несостоявшимся закупкам не ГЗ,Закупка состоялась
77853397-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",14614621-1 Приобретение автотранспортных средств,Автомобиль,4,75 196 428.56,Открытый конкурс,Закупка состоялась
75010517-ОК1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",14499917-2 Приобретение служебного автомобиля,Автомобиль,4,45 324 000.00,Открытый конкурс,Закупка состоялась
78280566-ОК2,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг","14560666-1 Автомобиль тип кузова пикап для ГКП на праве хозяйственного ведения ""Өзен жылу"" акимата города Жанаозен",Автомобиль,3,53 571 426.00,Открытый конкурс,Закупка состоялась
75946645-ЗЦП1,291024.900.000008,"Автомобиль грузопассажирский, тип кузова пикап, грузоподъемность не более 1000 кг",14453491-1 Приобретение основных средств,Автомобиль,1,16 151 785.71,Запрос ценовых предложений,Закупка состоялась
